_ID,TimeSt,Country,Province,City,Latitude,Longitude
4521539,00:02.5,CA,ON,Kitchener,43.4553,-80.4845
4521574,00:02.6,CA,ON,Brantford,43.1508,-80.2094
4521618,00:02.7,CA,ON,Cambridge,43.3653,-80.3066
4521682,00:02.7,CA,ON,London,42.9611,-81.2431
4521726,00:02.8,CA,ON,Cambridge,43.3653,-80.3066
4521780,00:02.8,CA,ON,Cambridge,43.3653,-80.3066
4521790,00:02.8,CA,ON,Kitchener,43.4397,-80.434
4521875,00:02.9,CA,ON,Kitchener,43.4397,-80.434
4521970,00:02.9,CA,ON,Kitchener,43.4397,-80.434
4521978,00:03.1,CA,ON,London,42.9529,-81.3239
4522004,00:03.7,CA,ON,Guelph,43.5776,-80.2201
4522040,00:03.8,CA,ON,Kitchener,43.4397,-80.434
4522138,00:03.7,CA,ON,Guelph,43.5776,-80.2201
4522160,00:04.0,CA,ON,Cambridge,43.3653,-80.3066
4522231,00:04.4,CA,ON,Chatham,42.4247,-82.1755
4522296,00:05.0,CA,ON,Goderich,43.7479,-81.702
4522376,00:05.1,CA,ON,Waterloo,43.4634,-80.5201
4522431,00:05.2,CA,ON,London,43.0004,-81.2343
4522487,00:05.3,CA,ON,Waterloo,43.4737,-80.5309
4522500,00:05.4,CA,ON,Brantford,43.1772,-80.248
4522528,00:05.6,CA,ON,Woodstock,43.1327,-80.7449
4522564,00:05.6,CA,ON,Woodstock,43.1327,-80.7449
4522656,00:05.9,CA,ON,Waterloo,43.499,-80.5063
4522680,00:06.7,CA,ON,Chatham,42.4247,-82.1755
4522747,00:06.9,CA,ON,Waterloo,43.4634,-80.5201
4522806,00:07.0,CA,ON,Waterloo,43.4634,-80.5201
4522855,00:02.2,CA,ON,Kitchener,43.4134,-80.496
4522895,00:02.3,CA,ON,Kitchener,43.4397,-80.434
4522945,00:02.3,CA,ON,Kitchener,43.4397,-80.434
4522946,00:02.6,CA,ON,Chatham,42.4247,-82.1755
4523019,00:02.7,CA,ON,Kitchener,43.4553,-80.4845
4523104,00:02.7,CA,ON,London,42.9611,-81.2431
4523121,00:02.8,CA,ON,Windsor,42.2654,-83.0261
4523184,00:02.8,CA,ON,London,42.9611,-81.2431
4523251,00:03.8,CA,ON,Guelph,43.5425,-80.2676
4523347,00:03.9,CA,ON,Kitchener,43.4397,-80.434
4523389,00:03.9,CA,ON,Kitchener,43.4397,-80.434
4523439,00:04.0,CA,ON,Guelph,43.5544,-80.2969
4523455,00:04.4,CA,ON,London,43.0091,-81.1765
4523508,00:04.4,CA,ON,London,43.0091,-81.1765
4523561,00:04.4,CA,ON,London,43.0061,-81.2962
4523593,00:04.8,CA,ON,Cambridge,43.3677,-80.338
4523685,00:04.4,CA,ON,London,43.0061,-81.2962
4523720,00:05.1,CA,ON,Guelph,43.5776,-80.2201
4523782,00:05.3,CA,ON,Guelph,43.5215,-80.2338
4523866,00:05.5,CA,ON,Waterloo,43.4737,-80.5309
4523953,00:05.6,CA,ON,London,43.0061,-81.2962
4523994,00:05.6,CA,ON,London,43.0061,-81.2962
4524010,00:05.7,CA,ON,Windsor,42.2654,-83.0261
4524024,00:06.0,CA,ON,Cambridge,43.4471,-80.0828
4524055,00:06.1,CA,ON,Cambridge,43.4471,-80.0828
4524106,00:06.1,CA,ON,Windsor,42.2654,-83.0261
4524183,00:06.1,CA,ON,Windsor,42.2654,-83.0261
4524225,00:06.3,CA,ON,Woodstock,43.13375,-80.74328
4524238,00:06.4,CA,ON,London,42.9923,-81.2531
4524303,00:06.5,CA,ON,Chatham,42.3778,-82.1897
4524358,00:06.8,CA,ON,London,42.9832,-81.2847
4524446,00:07.0,CA,ON,Kitchener,43.391,-80.441
4524506,00:07.1,CA,ON,Kitchener,43.4233,-80.5383
4524565,00:07.1,CA,ON,Kitchener,43.4233,-80.5383
4524580,00:07.1,CA,ON,Kitchener,43.4284,-80.4311
4524615,00:04.5,CA,ON,Kitchener,43.4381,-80.5099
4524646,00:05.4,CA,ON,Brantford,43.1772,-80.248
4524688,00:06.0,CA,ON,Kitchener,43.4381,-80.5099
4524714,00:06.1,CA,ON,Cambridge,43.4471,-80.0828
4524786,00:06.5,CA,ON,Windsor,42.3159,-83.0311
4524796,00:06.7,CA,ON,Kitchener,43.4134,-80.496
4524844,00:07.1,CA,ON,Windsor,42.3265,-82.9119
4524928,00:04.9,CA,ON,Kitchener,43.44144,-80.50167
4524939,00:05.4,CA,ON,Kitchener,43.4453,-80.4905
4524947,00:06.2,CA,ON,Kitchener,43.4306,-80.4877
4524955,00:06.7,CA,ON,Guelph,43.5776,-80.2201
4525025,00:06.8,CA,ON,Sarnia,42.9864,-82.3638
4525101,00:07.3,CA,SK,Saskatoon,52.1225,-106.72488
4525142,00:08.3,CA,ON,Brampton,43.78,-79.74
4525216,00:07.0,CA,ON,Kitchener,43.4631,-80.4493
4525261,00:07.1,CA,ON,London,42.9923,-81.2531
4525324,00:07.0,CA,ON,Waterloo,43.4634,-80.5201
4525348,00:07.0,CA,ON,Kitchener,43.4631,-80.4493
4525382,00:07.1,CA,ON,Windsor,42.3297,-82.9482
4525479,00:14.5,CA,AB,Edmonton,53.42688,-113.47175
4525558,00:18.7,CA,SK,Saskatoon,52.1225,-106.72488
4525589,00:20.9,CA,AB,Calgary,51.1414,-114.076
4525612,00:20.9,CA,AB,Edmonton,53.587,-113.441
4525657,00:20.9,CA,AB,Calgary,51.1414,-114.076
4525746,00:21.1,CA,ON,Waterloo,43.4678,-80.584
4525757,00:21.1,CA,ON,Guelph,43.5776,-80.2201
4525800,00:21.3,CA,ON,Ancaster,43.208,-79.9652
4525862,00:21.5,CA,ON,Burlington,43.3889,-79.7682
4525869,00:21.5,CA,AB,Edmonton,53.61601,-113.45364
4525953,00:21.5,CA,ON,Burlington,43.3889,-79.7682
4526024,00:21.6,CA,AB,Calgary,51.0419,-114.2
4526111,00:21.6,CA,AB,Lethbridge,49.6994,-112.822
4526136,00:21.7,CA,ON,Burlington,43.332,-79.807
4526210,00:22.8,CA,ON,Brampton,43.7796,-79.7681
4526284,00:20.7,CA,QC,Saint-Nicolas,46.72072,-71.30409
4526337,00:21.3,CA,ON,Mississauga,43.5414,-79.6824
4526366,00:20.7,CA,QC,Saint-Nicolas,46.72072,-71.30409
4526420,00:21.6,CA,AB,Calgary,50.9722,-114.062
4526426,00:21.6,CA,QC,Saint-Nicolas,46.72072,-71.30409
4526443,00:21.7,CA,AB,Calgary,50.93982,-114.03211
4526505,00:21.9,CA,ON,North York,43.787,-79.4169
4526599,00:22.9,CA,ON,Ancaster,43.208,-79.9652
4526625,00:21.4,CA,ON,Ancaster,43.208,-79.9652
4526695,00:21.5,CA,ON,Etobicoke,43.69971,-79.53618
4526697,00:22.9,CA,ON,Ancaster,43.208,-79.9652
4526775,00:21.6,CA,AB,Rocky Mountain House,52.38629,-114.92294
4526821,00:21.6,CA,AB,Calgary,50.9722,-114.062
4526865,00:22.4,CA,ON,Mississauga,43.5812,-79.6323
4526950,00:23.5,CA,AB,Calgary,50.9093,-114.1028
4527041,00:24.7,CA,ON,London,42.993,-81.169
4527101,00:25.7,CA,ON,Toronto,43.6466,-79.4493
4527148,00:20.9,CA,AB,Airdrie,51.27979,-114.00324
4527192,00:21.1,CA,ON,Toronto,43.6682,-79.4209
4527235,00:21.2,CA,ON,Waterloo,43.4737,-80.5309
4527246,00:21.5,CA,AB,Edmonton,53.60494,-113.41719
4527267,00:21.6,CA,AB,Calgary,51.17119,-114.1577
4527342,00:21.5,CA,AB,Edmonton,53.60494,-113.41719
4527346,00:23.4,CA,ON,Sudbury,46.5213,-80.947
4527396,00:25.9,CA,AB,Calgary,51.0494,-113.9564
4527441,00:21.1,CA,ON,Burlington,43.375,-79.8434
4527443,00:21.4,CA,ON,Brampton,43.71144,-79.76698
4527536,00:21.5,CA,AB,Edmonton,53.5105,-113.37
4527537,00:21.7,CA,AB,Brooks,50.58495,-111.89101
4527556,00:23.0,CA,ON,Mississauga,43.72139,-79.64403
4527583,00:24.6,CA,AB,Edmonton,53.4398,-113.53742
4527587,00:25.1,CA,AB,Calgary,51.0876,-114.0214
4527628,00:26.1,CA,ON,Thunder Bay,48.3738,-89.2779
4527720,00:26.1,CA,ON,North York,43.7576,-79.461
4527727,00:23.6,CA,AB,Edmonton,53.4564,-113.521
4527798,00:24.4,CA,AB,Edmonton,53.4398,-113.53742
4527807,00:25.4,CA,ON,North York,43.76164,-79.50135
4527830,00:26.1,CA,QC,Saint-Laurent,45.5057,-73.6814
4527882,00:26.2,CA,ON,Dundas,43.2649,-79.9555
4527890,00:25.9,CA,ON,Toronto,43.6466,-79.4493
4527967,00:26.2,CA,ON,Toronto,43.6769,-79.3784
4528009,00:28.0,CA,AB,Calgary,51.0823,-113.9578
4528078,00:28.8,CA,ON,Burlington,43.34442,-79.79248
4528166,00:26.1,CA,AB,Calgary,50.9412,-114.114
4528260,00:28.9,CA,BC,Coquitlam,49.2368,-122.8804
4528350,00:29.3,CA,QC,Montréal,45.5884,-73.5641
4528413,00:28.9,CA,BC,Coquitlam,49.2368,-122.8804
4528470,00:26.1,CA,ON,Scarborough,43.7997,-79.3209
4528481,00:26.1,CA,ON,Toronto,43.6466,-79.4493
4528557,00:26.1,CA,AB,Calgary,50.8965,-114.08
4528651,00:29.0,CA,AB,Edmonton,53.4688,-113.508
4528676,00:28.3,CA,AB,Calgary,51.133,-113.856
4528678,00:29.0,CA,AB,Edmonton,53.54813,-113.59428
4528767,00:29.5,CA,ON,Markham,43.8601,-79.3341
4528809,00:31.3,CA,AB,Spruce Grove,53.54628,-113.88183
4528850,00:29.2,CA,AB,Calgary,51.15648,-114.07926
4528914,00:26.1,CA,AB,Calgary,50.8965,-114.08
4528952,00:29.6,CA,ON,Brampton,43.7796,-79.7681
4529001,00:29.9,CA,ON,Markham,43.8412,-79.3262
4529076,00:33.2,CA,AB,Bonnyville,54.26948,-110.72649
4529149,00:29.7,CA,ON,Mississauga,43.56864,-79.63094
4529202,00:34.3,CA,AB,Edmonton,53.5327,-113.626
4529220,00:33.0,CA,AB,Leduc,53.2668,-113.552
4529292,00:34.0,CA,AB,Calgary,51.133,-113.856
4529367,00:32.7,CA,AB,Edmonton,53.55848,-113.49825
4529461,00:36.3,CA,ON,Windsor,42.2545,-82.9809
4529554,00:36.0,CA,ON,Concord,43.81264,-79.50514
4529643,00:36.7,CA,AB,Calgary,50.8921,-113.97745
4529710,00:36.0,CA,QC,Quebec,46.84495,-71.42651
4529735,00:36.2,CA,ON,Lindsay,44.357,-78.7405
4529826,00:36.6,CA,AB,Edmonton,53.4688,-113.508
4529862,00:36.7,CA,AB,Calgary,51.04745,-114.1805
4529945,00:36.8,CA,AB,Lethbridge,49.67346,-112.89122
4529963,00:36.0,CA,QC,Quebec,46.84495,-71.42651
4530039,00:36.9,CA,ON,Markham,43.85883,-79.29809
4530051,00:37.7,CA,ON,Oshawa,43.89029,-78.81588
4530079,00:38.0,CA,AB,Spruce Grove,53.56082,-113.88283
4530117,00:38.3,CA,ON,Markham,43.85883,-79.29809
4530158,00:36.7,CA,ON,Brampton,43.7601,-79.73681
4530203,00:36.7,CA,ON,North York,43.7224,-79.4454
4530252,00:36.8,CA,AB,Beaumont,53.34991,-113.40827
4530326,00:36.9,CA,AB,Calgary,51.0656,-114.063
4530366,00:37.0,CA,AB,Edmonton,53.58564,-113.39449
4530373,00:38.7,CA,BC,Vancouver,49.24157,-123.09776
4530411,00:39.5,CA,ON,Thornhill,43.8395,-79.3831
4530503,00:36.6,CA,AB,Calgary,50.8837,-114.0326
4530595,00:36.7,CA,AB,Calgary,51.07,-114.0297
4530606,00:36.9,CA,AB,Fort Mcmurray,56.7377,-111.438
4530674,00:37.1,CA,ON,Thornhill,43.8395,-79.3831
4530743,00:38.0,CA,AB,Calgary,50.8476,-114.1958
4530820,00:39.0,CA,NB,Moncton,46.1183,-64.7338
4530905,00:39.1,CA,AB,Calgary,51.0412,-114.0762
4530921,00:41.1,CA,ON,Yarmouth,42.7671,-81.1534
4530927,00:38.4,CA,AB,Fort Mcmurray,56.7141,-111.38
4530982,00:41.1,CA,ON,Yarmouth,42.7671,-81.1534
4531063,00:38.7,CA,QC,Victoriaville,46.0672,-71.9596
4531095,00:38.9,CA,QC,Victoriaville,46.0672,-71.9596
4531193,00:39.3,CA,AB,Calgary,51.04176,-113.99981
4531255,00:40.0,CA,ON,North York,43.7677,-79.4126
4531256,00:40.9,CA,SK,Saskatoon,52.1225,-106.72488
4531268,00:41.2,CA,ON,Concord,43.8031,-79.49185
4531295,00:36.5,CA,ON,Cobourg,43.9645,-78.1712
4531337,00:36.6,CA,ON,Toronto,43.71171,-79.46788
4531373,00:36.7,CA,AB,Calgary,51.1581,-113.938
4531443,00:36.6,CA,ON,Toronto,43.71171,-79.46788
4531513,00:37.2,CA,ON,Thornhill,43.8395,-79.3831
4531541,00:37.6,CA,ON,Dundas,43.2649,-79.9555
4531598,00:39.5,CA,ON,Cambridge,43.39914,-80.32011
4531631,00:38.7,CA,ON,Burlington,43.303,-79.7988
4531653,00:41.2,CA,ON,Ingersoll,43.0467,-80.8717
4531745,00:41.3,CA,ON,Markham,43.90594,-79.25172
4531777,00:42.4,CA,ON,Chatham,42.3778,-82.1897
4531798,00:39.8,CA,AB,St Albert,53.62972,-113.58817
4531843,00:41.7,CA,AB,Red Deer,52.2651,-113.794
4531849,00:42.7,CA,ON,Granton,43.20317,-81.22517
4531924,00:43.6,CA,AB,Calgary,51.0494,-113.9564
4531954,00:45.4,CA,AB,Sherwood Park,53.528,-113.2512
4532007,00:43.2,CA,AB,Beaumont,53.35872,-113.4055
4532091,00:44.1,CA,AB,Duchess,50.73108,-111.91317
4532186,00:45.3,CA,AB,Edmonton,53.41541,-113.4178
4532249,00:47.0,CA,QC,Drummondville,45.865,-72.5036
4532274,00:43.3,CA,BC,Surrey,49.13399,-122.88482
4532333,00:44.6,CA,ON,Scarborough,43.682,-79.2801
4532357,00:45.3,CA,AB,Edmonton,53.41541,-113.4178
4532402,00:42.5,CA,AB,Calgary,50.8476,-114.1958
4532470,00:43.4,CA,AB,Calgary,51.0475,-114.068
4532497,00:43.4,CA,AB,Calgary,51.0475,-114.068
4532563,00:44.2,CA,SK,Coronach,49.1124,-105.52416
4532586,00:46.7,CA,ON,Sudbury,46.47964,-81.05822
4532616,00:44.5,CA,ON,Toronto,43.6459,-79.3857
4532650,00:47.0,CA,QC,Drummondville,45.865,-72.5036
4532732,00:46.6,CA,AB,Calgary,50.9093,-114.1028
4532757,00:43.4,CA,AB,Calgary,51.0475,-114.068
4532853,00:45.9,CA,AB,Calgary,51.0571,-114.077
4532884,00:48.8,CA,ON,Latchford,47.3253,-79.81163
4532909,00:49.8,CA,AB,Edmonton,53.6313,-113.5245
4532991,00:50.2,CA,AB,Calgary,50.95738,-114.22057
4533048,00:49.8,CA,AB,Edmonton,53.6313,-113.5245
4533139,00:47.1,CA,ON,Sudbury,46.47964,-81.05822
4533144,00:49.3,CA,AB,Calgary,50.9722,-114.062
4533227,00:50.4,CA,AB,Edmonton,53.54813,-113.59428
4533231,00:51.2,CA,ON,Mississauga,43.5769,-79.6283
4533268,00:52.2,CA,ON,Thornhill,43.8395,-79.3831
4533334,00:51.1,CA,ON,Toronto,43.6682,-79.4209
4533374,00:47.9,CA,ON,North York,43.73486,-79.45085
4533450,00:51.1,CA,ON,Mississauga,43.5769,-79.6283
4533548,00:51.4,CA,ON,North York,43.7613,-79.4885
4533630,00:51.0,CA,AB,Edmonton,53.55848,-113.49825
4533689,00:51.1,CA,ON,Toronto,43.6682,-79.4209
4533776,00:51.2,CA,ON,Toronto,43.64544,-79.39649
4533843,00:51.8,CA,AB,Sherwood Park,53.5263,-113.287
4533920,00:51.9,CA,AB,Sherwood Park,53.5263,-113.287
4533995,00:53.0,CA,SK,Prince Albert,53.23738,-105.45485
4534008,00:53.8,CA,AB,Sherwood Park,53.51803,-113.29858
4534106,00:52.8,CA,SK,Saskatoon,52.1225,-106.72488
4534173,00:53.0,CA,ON,Thornhill,43.8395,-79.3831
4534272,00:53.2,CA,ON,Mississauga,43.6046,-79.6729
4534273,00:53.7,CA,QC,Montréal-Nord,45.6168,-73.61798
4534285,00:54.0,CA,ON,Perth,44.9049,-76.2594
4534309,00:55.0,CA,ON,Toronto,43.7068,-79.3991
4534383,00:55.2,CA,AB,Fort Mcmurray,56.74308,-111.47651
4534410,00:55.4,CA,QC,Pierrefonds,45.4556,-73.9201
4534440,00:52.6,CA,AB,Calgary,51.03874,-113.9856
4534503,00:52.8,CA,ON,North York,43.787,-79.4169
4534509,00:56.5,CA,AB,Calgary,51.0876,-114.0214
4534602,00:57.1,CA,AB,Red Deer,52.2529,-113.807
4534619,00:52.8,CA,ON,North York,43.787,-79.4169
4534641,00:52.7,CA,AB,Edmonton,53.4593,-113.4145
4534704,00:55.0,CA,AB,Spruce Grove,53.5562,-113.93564
4534788,00:56.1,CA,AB,Derwent,53.73779,-110.72429
4534835,00:56.8,CA,AB,Calgary,51.0823,-113.9578
4534884,00:52.3,CA,AB,Fort Mcmurray,56.7377,-111.438
4534904,00:52.8,CA,ON,Toronto,43.6682,-79.4209
4534942,00:53.0,CA,SK,Saskatoon,52.1225,-106.72488
4534995,00:53.5,CA,ON,Gananoque,44.34061,-76.19576
4535091,00:54.2,CA,AB,Calgary,51.049,-113.9622
4535130,00:52.3,CA,AB,Fort Mcmurray,56.7377,-111.438
4535155,00:54.9,CA,NB,Fredericton,45.9346,-66.6323
4535192,00:55.1,CA,ON,Burlington,43.41318,-79.81299
4535228,00:57.1,CA,ON,Toronto,43.6666,-79.3823
4535323,00:54.0,CA,ON,Toronto,43.6682,-79.4209
4535378,00:54.7,CA,AB,Edmonton,53.587,-113.441
4535473,00:55.2,CA,BC,Prince George,53.9448,-122.752
4535534,00:54.0,CA,ON,Toronto,43.6682,-79.4209
4535605,00:55.6,CA,ON,Newmarket,44.0587,-79.4591
4535665,00:56.7,CA,ON,Brampton,43.6656,-79.747
4535717,00:58.4,CA,BC,Vancouver,49.2501,-123.038
4535757,00:57.0,CA,AB,Calgary,51.1264,-114.1419
4535779,00:59.0,CA,QC,Montréal,45.5047,-73.5558
4535817,00:59.3,CA,AB,Red Deer,52.2722,-113.83
4535906,01:00.6,CA,ON,Whitby,43.8866,-78.975
4535953,00:59.3,CA,AB,Edmonton,53.54813,-113.59428
4535967,01:01.0,CA,AB,Calgary,51.0378,-114.08
4536056,00:58.7,CA,AB,Red Deer,52.2468,-113.788
4536077,01:01.0,CA,SK,Saskatoon,52.1225,-106.72488
4536145,01:01.8,CA,AB,Leduc,53.2617,-113.549
4536237,00:59.2,CA,ON,Newmarket,44.039,-79.4724
4536242,00:59.4,CA,ON,Newmarket,44.039,-79.4724
4536301,01:01.8,CA,AB,Leduc,53.2617,-113.549
4536328,01:01.5,CA,SK,Saskatoon,52.1225,-106.72488
4536371,01:00.1,CA,AB,Edmonton,53.587,-113.441
4536406,01:01.0,CA,AB,Calgary,51.0378,-114.08
4536489,01:02.6,CA,ON,Toronto,43.6459,-79.3857
4536536,01:04.3,CA,SK,Saskatoon,52.1225,-106.72488
4536623,01:05.2,CA,AB,Calgary,50.9505,-113.947
4536708,00:59.4,CA,ON,Newmarket,44.039,-79.4724
4536740,01:06.3,CA,ON,Kingston,44.2308,-76.4966
4536827,01:06.5,CA,ON,Oshawa,43.90635,-78.87251
4536856,01:06.6,CA,ON,Mississauga,43.5769,-79.6283
4536873,01:07.1,CA,NS,Elmsdale,44.97537,-63.49725
4536889,01:00.1,CA,AB,Edmonton,53.587,-113.441
4536975,01:07.9,CA,QC,Alma,48.54054,-71.65407
4536993,01:04.9,CA,AB,Cold Lake,54.4792,-110.203
4537042,01:06.4,CA,ON,Thunder Bay,48.4527,-89.2162
4537116,01:06.5,CA,ON,Toronto,43.6552,-79.4468
4537119,01:06.8,CA,QC,Montréal,45.47181,-73.60477
4537157,01:06.4,CA,ON,Barrie,44.3572,-79.6929
4537227,01:06.5,CA,ON,Toronto,43.6552,-79.4468
4537240,01:06.5,CA,ON,Pembroke,45.7466,-77.2047
4537310,01:06.9,CA,AB,Calgary,50.9316,-114.096
4537357,01:07.0,CA,AB,Calgary,50.9632,-114.082
4537367,01:07.5,CA,ON,Newmarket,44.039,-79.4724
4537426,01:07.8,CA,ON,Mississauga,43.56962,-79.66056
4537482,01:07.5,CA,ON,Newmarket,44.039,-79.4724
4537577,01:04.9,CA,AB,Edmonton,53.4104,-113.517
4537648,01:06.6,CA,AB,Sherwood Park,53.5449,-113.318
4537670,01:06.9,CA,AB,Calgary,50.9583,-114.068
4537692,01:04.9,CA,AB,Edmonton,53.4104,-113.517
4537728,01:06.9,CA,AB,Calgary,50.9505,-113.947
4537777,01:07.0,CA,AB,Canmore,51.0876,-115.3461
4537804,01:07.4,CA,ON,Oshawa,43.8894,-78.8766
4537831,01:08.1,CA,ON,Kitchener,43.4381,-80.5099
4537923,01:08.3,CA,ON,Mississauga,43.57717,-79.65677
4537942,01:08.5,CA,AB,Sherwood Park,53.5263,-113.287
4538007,01:06.8,CA,ON,Brampton,43.7694,-79.7643
4538059,01:07.0,CA,QC,Montréal,45.5047,-73.5558
4538111,01:07.0,CA,ON,Richmond Hill,43.8939,-79.4375
4538202,01:07.1,CA,AB,Calgary,51.0829,-114.095
4538211,01:07.3,CA,ON,North York,43.7302,-79.4951
4538265,01:08.0,CA,SK,Saskatoon,52.1218,-106.645
